Eye.movement.type.index,initTime,endTime,lpup,rpup,fx,fy
2289,743541,743940,4.893,4.3215,919,598
2290,744146,744216,4.705,4.2425,990,411
2291,744321,744456,5.051428571,4.372857143,861,611
2292,744526,744677,5.14,4.35875,863,607
2293,744785,744898,4.968333333,4.371666667,839,609
2294,744924,745313,4.9195,4.351,839,577
2295,745424,746056,4.57875,4.1071875,1000,383
2296,747043,747113,4.805,4.395,844,488
2297,747199,747374,4.927777778,4.377777778,858,559
2298,747404,747634,4.798333333,4.373333333,852,568
2299,747806,748114,4.475625,4.00875,760,526
2300,748164,748276,4.321666667,3.841666667,735,588
2301,748362,749014,4.483939394,4.085757576,941,409
2302,749600,749670,5.2225,4.45,961,567
2303,749720,749796,5.13,4.5,944,680
2304,750000,750130,5.117142857,4.42,939,587
2305,750219,750396,4.525555556,4.156666667,914,476
2306,750465,750554,4.62,4.072,1079,567
2307,750661,750955,4.629333333,4.122666667,1032,619
2308,751085,751154,4.775,4.1975,880,627
2309,751184,751274,4.578,4.172,870,590
2310,751303,751512,4.164545455,3.788181818,892,544
2311,751582,751794,3.765454545,3.528181818,758,569
2312,751880,752493,4.017419355,3.733225806,981,497
2313,752598,752675,4.395,3.9725,1045,512
2314,753116,753186,4.79,4.165,975,536
2315,753282,753374,4.618,4.152,1058,629
2316,753641,753710,NA,4.06,1444,621
2317,753740,753829,4.888,4.18,1375,550
2318,753935,754032,NA,4.236,1493,630
2319,754137,754313,4.803333333,4.303333333,1359,460
2320,755456,755533,5.1275,4.4975,952,786
2321,755777,755968,4.947,4.366,988,786
2322,756037,756207,4.963333333,4.325555556,987,793
2323,756278,756468,4.975,4.299,984,774
2324,756718,756808,4.788,4.294,877,739
2325,756914,757048,4.717142857,4.224285714,1023,816
2326,757138,757407,4.664285714,4.218571429,777,640
2327,757437,757568,4.678571429,4.167142857,794,625
2328,757894,758090,4.743,4.194,912,732
2329,758194,758364,4.678888889,4.262222222,763,525
2330,758495,758691,4.526,4.134,831,508
2331,758758,759450,4.488,4.092571429,971,510
2332,759536,759669,4.401428571,4.054285714,715,545
2333,759719,759831,4.42,4.046666667,730,617
2334,759859,759923,4.445,4.065,734,576
2335,759972,760043,4.6175,4.2375,720,501
2336,760554,760664,4.891666667,4.445,989,694
2337,760874,761005,5.117142857,4.412857143,1002,686
2338,761192,761549,4.952777778,4.310555556,895,530
2339,761812,762046,4.7675,4.36,939,852
2340,762096,762227,4.73,4.254285714,933,807
2341,762314,762488,4.644444444,4.332222222,850,730
2342,762596,762827,4.813333333,4.3125,814,673
2343,763115,763188,4.615,4.225,1021,756
2344,763514,763609,5.17,4.488,683,367
2345,763729,763848,4.8,4.481666667,910,504
2346,763929,763999,4.835,4.41,915,580
2347,764029,764346,4.71,4.449375,880,580
2348,764369,765441,4.655555556,4.269259259,781,534
2349,765470,765667,4.781,4.218,798,461
2350,765689,766026,4.838235294,4.205294118,817,415
2351,766351,766504,4.4925,4.04375,615,470
2352,766653,766806,4.34625,3.84875,1009,542
2353,766868,767006,4.49,3.974285714,1005,569
2354,767071,767187,4.711666667,4.111666667,1015,518
2355,767233,767366,4.597142857,4.191428571,870,561
2356,767909,768041,4.815714286,4.198571429,1054,576
2357,768090,768244,4.72,4.2,1005,590
2358,768329,768461,4.618571429,4.19,830,376
2359,768489,768625,4.537142857,4.127142857,831,361
2360,768749,768919,4.453333333,4.066666667,813,585
2361,769190,769300,4.665,4.215,851,497
2362,769391,769541,4.81375,4.20375,882,467
2363,769568,769701,4.982857143,4.185714286,891,490
2364,769731,769905,4.776666667,4.148888889,896,465
2365,770326,770459,4.811428571,4.265714286,1167,679
2366,770509,770660,4.6975,4.2,1111,617
2367,770865,770962,4.582,4.258,916,552
2368,771005,771081,4.615,4.235,955,472
2369,771108,771278,4.767777778,4.22,1012,493
2370,772027,772120,5.05,4.518,1158,386
2371,772347,772620,4.918571429,4.558571429,943,345
2372,772647,772739,4.948,4.502,909,368
2373,773245,773323,4.765,4.405,870,642
2374,773744,774002,4.416923077,4.011666667,934,615
2375,774068,774361,4.257333333,3.927333333,890,503
2376,774403,774620,4.229,3.849090909,872,515
2377,774770,775021,4.414615385,3.840769231,1020,446
2378,775192,775474,4.367857143,3.956666667,868,559
2379,775524,776316,4.550512821,4.031,856,574
2380,776344,776436,4.736,4.178,875,558
2381,776464,777076,4.780967742,4.287419355,892,543
2382,777244,777335,4.79,4.276,862,485
2383,777504,777574,4.955,4.2975,875,462
2384,777783,777994,4.367,3.873636364,914,476
2385,778062,778296,3.985,3.6075,774,438
2386,778361,778519,3.97,3.595,888,469
2387,778545,778956,4.058095238,3.611904762,851,465
2388,778986,779294,4.111875,3.68625,880,495
2389,779364,779574,4.116363636,3.704545455,826,530
2390,779603,779694,4.21,3.776,870,514
2391,779744,780479,4.306756757,3.799459459,889,489
2392,780502,780709,4.348181818,3.856363636,856,482
2393,780859,780959,4.414,3.812,842,447
2394,781088,781814,4.324054054,3.833783784,1015,414
2395,782222,782416,4.448,3.962,780,379
2396,782684,783536,4.226744186,3.804883721,900,446
2397,783583,783836,4.426923077,3.982307692,872,446
2398,784025,784135,4.3975,4.036666667,961,370
2399,784262,784710,4.630869565,4.084782609,769,352
2400,784778,785270,4.306,3.859130435,977,565
2401,785517,785593,4.1175,3.735,1017,376
2402,785718,785851,4.19,3.777142857,869,405
2403,786139,786231,4.414,3.774,1373,656
2404,786602,786733,4.498571429,4.081428571,742,379
2405,786760,787113,4.471111111,4.072777778,779,438
2406,787143,787254,4.513333333,4.015,802,403
2407,787318,787632,4.49,4.071875,729,591
2408,787657,788215,4.264166667,3.921785714,848,567
2409,788236,788409,4.297777778,3.931111111,868,605
2410,788517,788970,4.607391304,3.94173913,908,594
2411,789034,789110,4.39,3.97,759,330
2412,789335,789510,4.63375,3.943333333,916,607
2413,790014,790786,4.531538462,4.161794872,889,422
2414,791122,791212,4.8875,4.412,956,416
2415,791253,791373,4.998333333,4.455,983,385
2416,792033,792130,4.798,4.292,691,595
2417,792615,792712,4.956,4.172,694,598
2418,792733,793350,4.735483871,4.14,756,637
2419,793420,793750,4.962941176,4.204705882,812,617
2420,793854,793969,5.126666667,4.178333333,819,613
2421,793995,794630,4.795625,4.18,765,651
2422,794778,795050,4.815714286,4.245714286,1074,567
2423,795115,795290,4.524444444,4.017777778,995,454
2424,795375,795984,4.425483871,4.01483871,675,663
2425,796094,796249,5.035,4.20125,705,654
2426,796271,796389,4.99,4.24,725,688
2427,796872,796949,5,4.455,1299,440
2428,797176,797406,4.851666667,4.150833333,1308,542
2429,797512,797848,4.958823529,4.492941176,599,605
2430,797913,798826,4.995217391,4.37326087,621,589
2431,798853,798983,5.152857143,4.407142857,658,543
2432,799409,799506,5.304,4.676,1406,569
2433,799969,800087,5.258333333,4.448333333,1142,588
2434,800853,800946,5.172,4.762,985,338
2435,801267,801347,4.93,4.3875,905,109
2436,801453,801865,4.454285714,4.102380952,909,21
2437,801908,802222,4.723125,4.059375,863,87
2438,802509,802620,4.746666667,4.146666667,922,79
2439,802688,803104,4.65952381,4.182380952,906,155
2440,803127,803536,4.634761905,4.157142857,897,103
2441,803566,803817,4.716153846,4.172307692,879,126
2442,804388,804502,5.378333333,4.308,843,573
2443,805066,805423,4.69,4.285555556,981,423
2444,805690,805799,4.73,4.308333333,1293,298
2445,805848,805960,4.72,4.34,1342,274
2446,805987,806101,4.591666667,4.251666667,1292,267
2447,806246,806338,4.534,4.2,1169,247
2448,806366,806436,4.495,4.2475,1187,200
2449,807585,807741,5.09375,4.535,838,370
2450,807884,808642,4.468947368,4.405789474,947,235
2451,808768,809440,4.558823529,4.222941176,941,109
2452,809529,809638,3.963333333,4.103333333,707,47
2453,810824,810900,5.635,4.7625,950,492
2454,810986,811057,5.355,4.7275,980,517
2455,811086,811299,5.238181818,4.579090909,994,475
2456,811348,811557,4.850909091,4.422727273,993,465
2457,811621,811817,5.229,4.565,651,559
2458,811923,812078,5.28,4.63875,737,555
2459,812703,813217,5.36,4.773076923,831,714
2460,813242,813539,5.403333333,4.756666667,811,722
2461,813604,813798,5.273,4.818,687,660
2462,813885,813959,5.4,4.8425,799,695
2463,814762,814958,4.782,4.604,890,15
2464,815262,815958,4.945428571,4.808,777,123
2465,816000,816357,5.131764706,4.949444444,793,72
2466,817698,817791,5.398,4.574,891,601
2467,817878,818056,5.02,4.553333333,909,653
2468,818479,818572,4.656,4.274,766,588
2469,818658,818735,4.8525,4.225,626,577
2470,819079,819187,4.511666667,4.081666667,926,62
2471,819217,819436,4.446363636,4.028181818,929,88
2472,819478,819576,4.366,4.174,928,159
2473,820718,820854,4.792857143,4.562857143,908,600
2474,821119,821895,4.511282051,4.222564103,901,399
2475,822002,822254,4.426923077,4.149230769,710,422
2476,822859,822970,4.776666667,4.125,899,438
2477,823076,823174,4.95,4.176,949,480
2478,823599,823732,4.542857143,4.044285714,642,511
2479,824676,824949,4.62,4.115,864,551
2480,824978,825129,4.6375,4.09125,852,456
2481,825193,825270,4.7275,4.15,916,439
2482,825300,825371,4.615,4.16,912,487
2483,825482,825573,4.612,4.198,797,422
2484,825613,825753,4.841428571,4.238571429,743,265
2485,825795,825872,4.665,4.2175,741,337
2486,825977,826067,4.528,4.17,909,543
2487,826097,826187,4.696,4.202,910,526
2488,826796,826989,4.985,4.593,1056,648
2489,828452,828608,4.66875,4.1425,924,593
2490,828753,828850,4.696,4.214,1213,454
2491,828878,828969,4.73,4.256,1196,448
2492,829279,829548,4.687142857,4.242142857,1106,400
2493,829571,829666,4.49,4.11,1107,403
2494,829871,830042,4.383333333,4.183333333,843,574
2495,830131,830330,4.627,4.23,1024,557
2496,830474,830928,4.83173913,4.4,944,494
2497,830953,831029,5.1275,4.5375,966,442
2498,831095,831270,5.06,4.585555556,997,443
2499,831291,831467,5.127777778,4.604444444,966,432
2500,831497,831568,5.13,4.6725,913,431
2501,832910,833205,4.950666667,4.52,1082,750
2502,833812,833884,4.71,4.3225,725,261
2503,834829,835380,3.892857143,3.610357143,747,402
2504,835550,835682,4.181428571,3.771428571,927,391
2505,835792,836266,4.240416667,3.886666667,933,417
2506,836328,836826,4.2716,3.874,958,495
2507,837172,837283,4.298333333,3.785,893,500
2508,837312,837561,3.995384615,3.663846154,904,516
2509,837789,837900,3.873333333,3.595,828,528
2510,837990,838245,3.885384615,3.487692308,1088,528
2511,838511,838722,4.096363636,3.465454545,957,915
2512,839013,839244,4.698333333,4.041666667,907,681
2513,842724,842821,5.322,4.766,810,520
2514,842849,842961,5.215,4.671666667,813,543
2515,843068,843241,5.26,4.618888889,914,533
2516,843271,843341,5.17,4.6125,923,546
2517,843465,843562,5.282,4.67,925,524
2518,843584,843662,5.1975,4.68,911,532
2519,843703,843802,5.072,4.684,805,570
2520,843865,844042,5.543333333,4.703333333,822,481
2521,844124,844362,5.2975,4.769166667,813,511
2522,844405,844778,4.463157895,4.114736842,796,472
2523,844867,845219,4.031666667,3.838888889,1098,320
2524,845463,845632,4.442222222,4.106666667,1105,317
2525,845662,845821,4.615,4.15,1177,294
2526,846011,846101,4.372,4.048,826,458
2527,846130,846519,4.3695,4.035,825,462
2528,846623,846835,4.690909091,4.097272727,958,583
2529,846925,847218,4.664,4.080666667,902,586
2530,847329,847880,4.531785714,3.980357143,864,544
2531,847924,848356,4.643636364,4.091363636,906,534
2532,848441,848516,4.545,4.2025,784,482
2533,848564,849197,4.5596875,4.1615625,806,385
2534,849423,849578,4.83125,4.145,1060,760
2535,849721,849836,4.518333333,4.13,1240,711
2536,850239,850311,4.345,4.0875,717,662
2537,850340,850431,4.318,4.112,726,701
2538,850721,850818,4.622,4.028,819,694
2539,850839,851498,4.243939394,3.984848485,818,577
2540,851926,852295,4.522631579,4.211578947,969,532
2541,852423,852535,NA,4.26,1061,444
2542,852642,852777,4.85,4.334285714,1036,402
2543,852882,853154,4.727142857,4.346428571,935,561
2544,853181,853335,4.82625,4.305,892,526
2545,853378,853576,4.684,4.349,920,453
2546,853657,853811,4.7025,4.3425,856,567
2547,853838,853930,4.698,4.274,873,536
2548,854139,854233,4.744,4.388,782,575
2549,854339,854729,4.6745,4.385,810,446
2550,854797,854915,4.715,4.308333333,1036,430
2551,854965,855353,4.6775,4.3305,958,436
2552,855443,855653,4.758181818,4.126363636,1196,349
2553,855737,855993,4.509230769,4.237692308,797,367
2554,856019,856333,4.566875,4.20125,811,356
2555,856741,856990,4.499230769,4.212307692,996,301
2556,857080,857215,4.508571429,4.204285714,717,343
2557,857758,857889,4.661428571,4.217142857,867,622
2558,857919,858029,4.745,4.191666667,864,612
2559,858137,858433,4.527333333,4.077333333,868,570
2560,859296,859366,4.9525,4.5525,980,902
2561,859854,860012,4.78125,4.46875,662,331
2562,860080,860309,4.553333333,4.171666667,774,311
2563,860338,860567,4.581666667,4.1025,798,263
2564,860596,860685,4.672,4.218,786,196
2565,860814,860912,NA,4.196,866,296
2566,860976,861071,NA,4.156,787,271
2567,861258,861368,4.493333333,NA,640,274
2568,861397,861606,4.547272727,NA,587,263
2569,861636,861787,4.6375,NA,513,267
2570,861852,862090,4.713333333,NA,503,253
2571,862615,862729,4.573333333,4.125,1008,618
2572,862756,863010,4.656153846,4.247692308,979,642
2573,863117,863247,4.815714286,4.217142857,1048,611
2574,863298,864070,4.802564103,4.351538462,1011,643
2575,865091,865305,4.568181818,4.092727273,740,466
2576,865330,865430,4.756,4.212,744,446
2577,865456,865629,4.984444444,4.302222222,779,417
2578,865878,866181,4.48375,4.0675,693,430
2579,866472,866624,4.3625,3.915,978,469
2580,866653,866743,4.346,3.904,988,448
2581,866871,866946,4.465,4.075,840,568
2582,866974,867044,4.555,4.0975,882,531
2583,867094,867269,4.567777778,4.146666667,800,598
2584,867333,867723,4.6885,4.228,830,445
2585,867809,868061,4.714615385,4.309230769,898,529
2586,868130,868287,4.76625,4.33875,917,607
2587,868509,868679,5.084444444,4.532222222,1236,289
2588,868729,868864,4.804285714,4.47,1138,261
2589,868969,869145,4.574444444,4.167777778,851,477
2590,869169,869447,4.734285714,4.327857143,898,480
2591,869509,869587,4.775,4.36,890,419
2592,869789,869879,5.002,4.634,871,233
2593,871469,871584,4.691666667,4.285,686,653
2594,871769,872018,4.578461538,4.254615385,910,332
2595,872067,872286,4.538181818,4.154545455,971,380
2596,872333,872504,4.581111111,4.097777778,981,432
2597,872593,872903,4.53375,4.301875,942,217
2598,873133,873303,4.66,4.215555556,690,552
2599,873413,873523,4.596666667,4.185,853,543
2600,873588,873784,4.594,4.124,1050,535
2601,873968,874124,4.4975,4.21375,1004,310
2602,874194,874503,4.42875,4.148125,1048,226
2603,874573,874643,4.5975,4.19,1136,236
2604,875145,875242,4.928,4.366,1162,201
2605,875269,875361,4.624,4.36,1146,162
2606,875387,875479,4.522,4.436,1104,138
2607,875789,875996,4.481818182,4.127272727,1038,298
2608,876071,876402,4.444705882,4.111764706,898,284
2609,876429,876799,4.332105263,4.021578947,856,323
2610,877047,877203,4.62875,4.24125,887,160
2611,877310,877381,4.61,4.3675,952,234
2612,877430,877501,4.4275,4.245,994,258
2613,878085,878380,4.331333333,3.909333333,900,517
2614,878443,879817,4.391014493,3.943043478,886,449
2615,879944,880418,4.757916667,4.192916667,883,424
2616,880468,880538,4.8275,4.28,882,502
2617,880909,881238,4.681176471,4.228823529,951,498
2618,881664,881839,4.302222222,4.026666667,874,527
2619,881861,882196,4.214117647,3.925294118,805,479
2620,882260,882379,4.421666667,4.093333333,806,387
2621,882420,882932,4.511153846,4.121538462,753,507
2622,882962,883060,4.454,3.954,777,467
2623,883123,883416,4.392666667,3.933333333,738,394
2624,883481,883719,4.345,3.911666667,826,470
2625,883741,883993,4.303846154,3.862307692,868,507
2626,884023,884093,4.435,3.8775,916,498
2627,884759,884979,4.587,4.070909091,1124,496
2628,885002,885079,NA,4.0375,1247,571
2629,885102,885255,4.434285714,4.05375,1119,438
2630,885540,885851,4.5575,4.069375,955,430
2631,885901,886255,4.674444444,4.139444444,939,479
2632,886281,886618,4.52,4.079411765,970,464
2633,886778,887015,4.629166667,4.210833333,1060,324
2634,887098,887177,4.655,4.2275,1137,263
2635,887437,887591,4.75,4.21625,1192,297
2636,887620,887731,5.11,4.251666667,1224,274
2637,887818,887916,NA,4.298,1403,292
2638,887978,888134,4.6425,4.19375,1229,326
2639,888742,888935,4.295,4.355,1537,364
2640,889582,889772,4.857,4.377,945,737
2641,889862,890092,4.759166667,4.3725,826,727
2642,890502,890653,4.63625,4.22625,961,592
2643,890697,890772,4.515,4.105,889,523
2644,890799,890913,4.448333333,4.055,894,529
2645,890978,891315,4.333529412,4.015882353,958,462
2646,891416,891488,4.38,3.466666667,1284,967
2647,892337,892414,4.77,4.2625,772,676
2648,892601,892734,4.798571429,4.218571429,778,563
2649,892776,893013,4.690833333,4.1925,770,640
2650,893060,893213,4.86625,4.225,750,641
2651,893256,893632,4.764736842,4.174210526,710,641
2652,893654,893729,4.7875,4.1175,696,690
2653,894457,894547,4.418,4.098,930,560
2654,894975,895087,4.508333333,4,871,492
2655,895339,895490,4.5325,4.0725,996,656
2656,895680,895812,4.94,4.192857143,1048,719
2657,895899,896092,4.734,4.269,870,468
2658,896258,896369,4.763333333,4.251666667,1004,477
2659,896995,897211,4.873636364,4.34,1220,267
2660,897254,897363,5.29,4.738333333,1294,302
2661,897473,898150,4.92,4.601764706,1213,196
2662,898536,898606,5.045,4.55,1032,323
2663,898775,898851,4.775,4.3275,758,354
2664,899933,900009,4.7275,4.6525,922,206
2665,900335,900487,4.9725,4.53375,907,355
2666,901131,901361,4.655833333,4.331666667,725,419
2667,901431,901544,4.602,4.27,760,539
2668,901792,901882,4.998,4.34,772,449
2669,901953,902085,5.274,4.371428571,908,531
2670,902133,902283,5.23875,4.36,906,466
2671,902393,902527,4.897142857,4.318571429,867,610
2672,902613,902823,4.673636364,4.238181818,950,405
2673,902851,903263,4.612380952,4.194285714,929,387
2674,903293,903545,4.597692308,4.153076923,921,355
2675,904357,904446,4.69,4.308,1021,402
2676,904574,904845,4.716428571,4.492857143,973,226
2677,904875,905085,4.742727273,4.480909091,923,206
2678,905256,905347,4.734,4.386,857,369
2679,905397,905505,4.706666667,4.318333333,843,435
2680,905850,906002,4.395,4.06125,901,530
2681,906072,906242,4.387777778,3.944444444,963,692
2682,906332,906641,4.389375,4.07125,897,448
2683,907349,907523,4.691111111,4.23,966,366
2684,907566,907805,4.7075,4.259166667,956,292
2685,907827,908060,4.680833333,4.244166667,915,273
2686,908089,908243,4.7075,4.375,910,241
2687,908471,908602,4.782857143,4.342857143,796,333
2688,908629,908763,4.89,4.481428571,798,269
2689,908849,908945,4.888,4.504,809,324
2690,909025,909735,4.776388889,4.463611111,833,330
2691,910310,910380,4.9425,4.395,1036,590
2692,910688,910864,4.612222222,4.221111111,769,505
2693,911124,911222,4.764,4.314,824,566
2694,911287,911520,4.771666667,4.36,792,600
2695,911787,911863,4.8425,4.19,912,566
2696,911963,912178,4.594545455,4.115454545,937,560
2697,912304,912395,4.698,4.18,940,306
2698,912570,912701,4.697142857,4.215,842,630
2699,912810,912921,4.731666667,4.183333333,871,622
2700,913206,913398,4.631,4.216,898,547
2701,914203,914321,4.981666667,4.57,930,506
2702,914364,914659,4.982,4.49,952,391
2703,914685,914779,5.096,4.48,948,323
2704,914825,915118,4.956,4.521333333,875,276
2705,915426,915496,4.94,4.3675,1085,579
2706,915523,915676,4.9275,4.30875,1101,603
2707,915946,916157,4.883636364,4.295454545,837,539
2708,916306,916498,4.741,4.178,947,590
2709,916524,916619,4.808,4.174,996,580
2710,916644,916720,4.895,4.185,1019,548
2711,916742,917157,4.836190476,4.184285714,1016,588
2712,918064,918135,4.8775,4.35,1278,233
2713,918164,918437,5.022142857,4.384285714,1269,253
2714,918804,918990,4.77,4.293,905,595
2715,919381,919577,4.729,4.243,811,714
2716,919641,920138,4.4276,4.0856,922,589
2717,920181,920557,4.328421053,3.969473684,924,510
2718,920599,920697,4.258,3.93,945,623
2719,920718,920794,4.2575,3.94,944,604
2720,920898,921397,4.2948,3.9688,891,597
2721,921720,922152,4.542272727,4.088181818,907,533
2722,922201,922672,4.509166667,4.090833333,867,456
2723,922762,922951,4.602,4.198,879,445
2724,923177,923415,4.66,4.208333333,881,514
2725,923479,923589,4.595,4.156666667,794,508
2726,923678,923772,4.538,4.1,968,365
2727,924077,924149,4.435,3.9375,928,464
2728,924217,924527,4.269375,3.829375,856,477
2729,924577,924988,4.197142857,3.749047619,905,469
2730,925017,925247,4.275833333,3.761666667,865,433
2731,925417,925594,4.207777778,3.821111111,801,450
2732,925777,925888,4.221666667,3.811666667,895,439
2733,926037,926187,4.065,3.74875,882,378
2734,926277,926727,4.156956522,3.83173913,895,406
2735,926776,926946,4.23,3.821111111,920,428
2736,926976,927448,4.115833333,3.760833333,858,400
2737,927474,927684,4.088181818,3.71,809,363
2738,927734,927908,4.031111111,3.66,832,384
2739,927935,928813,4.010454545,3.650681818,776,403
2740,928835,928910,4.045,3.69,847,390
2741,929441,930289,4.025813953,3.823488372,759,462
2742,930379,930792,4.166666667,4.078571429,932,268
2743,930878,931372,4.2328,3.9248,698,466
2744,931632,932105,4.565416667,4.128333333,681,436
2745,932152,932530,4.305263158,3.972631579,729,527
2746,932613,932971,4.606666667,4.05,753,414
2747,932992,933148,4.765,4.285,759,308
2748,933198,933328,4.857142857,4.324285714,794,256
2749,934116,934208,4.174,3.9925,689,191
2750,934316,934426,4.151666667,3.736666667,1057,464
2751,934496,934625,4.207142857,3.854285714,955,473
2752,934653,934765,4.226666667,3.87,900,485
2753,934934,935165,4.606666667,4.165833333,1107,343
2754,935536,935666,4.605714286,4.26,893,527
2755,935697,935887,4.532,4.097,911,519
2756,935955,938303,4.437627119,3.939830508,792,612
2757,938770,938859,4.292,4.008,1003,453
2758,939609,939743,4.918571429,4.342857143,750,890
2759,940010,940162,5.055,4.15125,765,784
2760,940529,940683,4.455,4.05875,748,176
2761,941009,941243,4.265833333,4.025833333,990,318
2762,941291,942138,4.521162791,4.199767442,916,361
2763,942591,943162,4.36862069,3.996551724,900,634
2764,943191,943261,4.5275,4.1425,961,567
2765,943887,944002,4.96,4.695,752,250
2766,944027,944100,5.145,4.7675,798,231
2767,944147,944340,4.87,4.471,826,338
2768,944368,944460,4.666,4.378,849,395
2769,944970,945618,4.417575758,4.133333333,914,505
2770,945664,945823,4.71625,4.3475,996,520
2771,945887,945962,4.7475,4.4125,785,497
2772,945984,946200,5.33,4.364545455,850,527
2773,946269,946438,4.461111111,4.163333333,851,530
2774,946467,946781,4.426875,4.048125,910,501
2775,946964,947074,4.935,4.025,1042,394
2776,947103,947236,4.65,4.082857143,1033,445
2777,948470,948640,4.378888889,4.041111111,821,615
2778,948666,948820,4.41,3.97875,790,597
2779,948883,949002,4.523333333,3.998333333,809,558
2780,949067,949277,4.333636364,3.968181818,867,588
2781,949545,949915,4.438421053,3.989473684,911,540
2782,950144,950296,4.52125,4.06375,850,614
2783,950323,950438,4.538333333,4.055,888,612
2784,950543,950835,4.606,3.994666667,860,553
2785,951388,951458,4.5675,3.9825,948,710
2786,951522,951739,4.382727273,3.963333333,948,708
2787,951807,951879,4.2825,3.8325,942,692
2788,951905,952137,4.28,3.840833333,927,697
2789,952241,952617,4.365789474,4.037368421,841,664
2790,953259,954555,4.555538462,4.069230769,1031,457
2791,954985,955057,4.575,4.0775,1218,234
2792,955160,955237,4.5325,4.005,1230,224
2793,955561,955852,4.390666667,4.198,1060,274
2794,957280,957376,4.644,4.216,1019,478
2795,958177,958293,4.81,4.333333333,1006,720
2796,958678,958749,4.92,4.51,967,777
2797,959018,959128,5.095,4.688333333,943,622
2798,959297,959395,5.484,4.78,994,647
2799,959955,960107,5.26375,4.77,985,615
2800,960196,960270,5.265,4.865,920,549
2801,961357,961770,5.262380952,4.837142857,815,555
2802,961875,962512,4.9721875,4.5284375,862,511
2803,963159,963329,4.91,4.515555556,977,567
2804,963399,963751,5.211111111,4.637777778,975,579
2805,963779,964188,5.053809524,4.63952381,971,578
2806,964215,964306,5.078,4.658,986,565
2807,964376,964467,5.186,4.654,920,649
2808,964536,964789,5.156923077,4.634615385,929,586
2809,965094,965306,5.219090909,4.434545455,951,582
2810,965334,965447,5.118333333,4.506666667,966,615
2811,965532,965771,4.791666667,4.396666667,1028,549
2812,965816,966009,4.926,4.538888889,993,594
2813,966295,966371,5.2675,4.625,1205,464
2814,966496,966646,5.21875,4.73375,1152,501
2815,966996,967107,5.458333333,4.778333333,1011,532
2816,967136,967327,5.286,4.786,1019,557
2817,967818,968349,4.259259259,4.000740741,671,491
2818,968715,968889,4.34,3.965555556,1064,536
2819,968952,969088,4.561428571,4.265714286,944,621
2820,969255,969647,5.02,4.4915,999,535
2821,970294,970523,4.8625,4.408333333,1030,669
2822,970553,970728,4.882222222,4.432222222,1017,690
2823,971593,971886,NA,4.404,1240,544
2824,972434,972524,4.322,4.06,1045,401
2825,972552,972746,4.226,4.035,1064,410
2826,972775,973027,4.422307692,4.287692308,1051,315
2827,975574,975786,4.39,4.003636364,1034,546
2828,975988,976201,4.079,3.923636364,809,555
2829,976427,976784,4.072777778,3.791111111,719,536
2830,976948,978104,4.01862069,3.700344828,918,557
2831,978472,978684,4.28,4.005454545,934,57
2832,979226,979377,4.47875,3.98125,888,550
2833,979587,979663,4.4375,4.1025,702,500
2834,979684,979977,4.480714286,4.124,744,478
2835,980404,980483,4.9125,4.28,847,378
2836,980610,980701,5.276,4.356,920,336
2837,980764,981000,5.048333333,4.4,912,435
2838,981384,981502,5.095,4.401666667,848,461
2839,981986,982177,4.265,3.981,795,445
2840,982247,982417,3.974444444,3.752222222,907,322
2841,982487,982858,4.056842105,3.728947368,972,424
2842,983126,983301,4.428888889,4.087777778,912,425
2843,983364,983461,4.568,4.266,813,354
2844,983563,984040,4.456666667,4.077083333,760,444
2845,984146,985059,4.342608696,3.960652174,855,534
2846,985129,985380,4.640769231,4.14,852,608
2847,985441,985696,4.699230769,4.175384615,852,524
2848,985721,985794,4.6975,4.1275,835,480
2849,985921,987578,4.638072289,4.089518072,818,450
2850,987621,987876,4.474615385,4.037692308,801,486
2851,988246,988416,4.442222222,4.085555556,771,535
2852,988506,988816,4.429375,4.0425,817,311
2853,988962,989038,4.5,3.9,826,381
2854,989060,989298,4.334166667,3.975833333,827,341
2855,989384,989475,4.322,3.88,844,506
2856,989720,989817,4.27,3.804,988,512
2857,989964,990695,4.116486486,3.754324324,1003,388
2858,990725,990916,4.249,3.868,966,324
2859,990986,991257,4.149285714,3.876428571,910,291
2860,991344,991576,4.015833333,3.726666667,918,464
2861,991625,991937,3.976875,3.7,936,472
2862,991958,992373,3.967142857,3.681428571,987,474
2863,992400,993114,4.09,3.719166667,971,466
2864,993523,994013,4.0528,3.6984,858,444
2865,994142,994835,3.876857143,3.590285714,892,483
2866,994856,995009,3.93,3.65,913,466
2867,995219,995310,4.206,3.818,730,476
2868,995339,995410,4.2775,3.86,743,462
2869,995440,995530,4.264,3.872,791,474
2870,995559,995732,4.414444444,3.9,841,401
2871,995762,995932,4.405555556,3.902222222,870,419
2872,995957,996194,4.415,3.991666667,894,349
2873,996437,996565,4.535714286,4.127142857,844,481
2874,996697,996874,4.644444444,4.206666667,797,334
2875,997037,997251,4.480909091,4.059090909,785,376
2876,997938,998009,4.49,4.195,888,446
2877,998079,998150,4.6625,4.19,1097,456
2878,998197,998293,4.666,4.2,1049,479
2879,998441,998593,4.71125,4.3,861,386
2880,998973,999073,4.38,3.992,881,581
2881,999356,999432,4.475,4.1075,930,442
2882,999453,999769,4.5,4.14375,944,438
2883,999798,999912,4.325,3.87,898,423
2884,999934,1000011,4.2275,3.83,881,428
2885,1000095,1000309,4.238181818,3.893636364,860,490
2886,1000353,1000770,4.44952381,4.075238095,918,505
